name,company,city,transaction_total
Brian Lambert,Wilcox; Hicks and Oliver,North Rebeccaport,$67.80
Jasmine Simpson,Best-Wu,Mccormickside,$719.15
Stephen Robertson,Cox Inc,Lake Amanda,$437.79
Sheila Greene,Contreras-Moody,Michaelfurt,$56.78
Theresa Curtis,Ferguson-Clark,Patrickmouth,$1195.00
Jill Hudson,Davidson-King,Rachaelfort,$450.44
Brandy Schultz,Anderson LLC,North Hannahfurt,$43.31
Donna Bryan,Jackson-Fox,West Javiermouth,$3430.80
Sarah Bates,Christensen; Zuniga and Livingston,Port Robynchester,$844.20
Sharon Rodriguez,Webb-Atkins,North Rose,$739.40
John Norman,Simpson; Hernandez and Terry,New Mark,$258.39
David Gutierrez II,Neal; Potter and Owen,Sanchezton,$205.48
Matthew Mcintosh,Webb; Allen and Petersen,Johnstonland,$1216.96
Russell Rodriguez,Woods-Martin,Millermouth,$115.39
Thomas Mercer,Kennedy and Sons,Jonesburgh,$481.15
Kathy Lee,Alexander-Fisher,Jesusport,$546.82
Alyssa Price,Jones Ltd,West Lori,$978.90
William Payne,Thompson-Elliott,Lake Richard,$2784.85
Crystal Wallace,Ashley-Rivera,Gwendolynberg,$191.90
Jacqueline Carter,Robinson; Haney and Long,South Marytown,$902.27
Dylan Cunningham,Hamilton-Patel,Floresport,$2470.26
Veronica Jones,Walker-Allen,Wandaland,$610.45
Christine Aguilar,Harris PLC,Chadtown,$643.71
Dr. Laura Robinson,Deleon and Sons,New Joannbury,$1003.04
Glenn Vargas,Young Inc,Johntown,$1689.51
Steven Weiss,Smith; Carney and Myers,Lorraineside,$1499.45
Jessica Webster,Gonzalez-Farmer,Lake Jenniferton,$860.31
Joseph Ross,Larsen; Castillo and Bell,Lake Jasonton,$2082.70
Carly Bush,Jones PLC,West Matthewborough,$292.80
Brandy Kline,Browning; King and Walker,Cameronborough,$7269.11
Emily Garcia,Parker-Howe,Angelaberg,$785.62
Becky Williams,Shah; Martinez and Watkins,Johnberg,$34.73
Jennifer Bell,Frost; Fischer and Paul,Frankchester,$640.37
Larry Smith,Beck; Smith and Smith,Port Jennifer,$936.41
Seth Campos,Huynh; Hickman and Clarke,North Emily,$2509.43
Nicolas Lee,Todd; Coleman and Harris,West Riley,$597.38
Jeremy White,Walker-Thompson,Lloydburgh,$82.00
Joshua Butler,Thompson and Sons,West John,$61.48
Christian Johnson,Schultz; Rasmussen and Bird,North Sarahview,$941.33
Dakota Williamson,Oneill-Le,Wernerstad,$411.08
Rebecca James,Fleming and Sons,Amandafort,$8628.00
Todd Best,Johnson Ltd,Lake David,$1088.74
Phyllis Johnson,Salinas LLC,West Erica,$579.70
Tara Perez,Arnold; Fletcher and Montgomery,Williamsmouth,$609.07
Bill Peterson,Barker-Russell,South Timothy,$823.90
William Young,Brooks-Holt,Keithside,$176.75
Ruth Perry,Lambert; Myers and Fletcher,New Elizabeth,$646.87
James Ellis,Pitts-Jacobs,Malikmouth,$61.37
Michael Wood,Mitchell Ltd,New Derekton,$4989.02
Nichole Gomez,Allen; Bush and Phillips,Meganborough,$1394.55
Ryan Moore,Shepherd and Sons,Brittanymouth,$399.72
Cheryl Jackson,Howard Group,Robertville,$146.44
Brandon Romero,Romero Group,Lake Ericborough,$902.99
John Lamb,Collins-Mcpherson,Beckerfort,$1486.31
William Nunez,Montgomery-Scott,Joannaland,$812.40
Diane Hendrix,Terry; Gutierrez and Lewis,Jamesmouth,$1642.47
Jill Roberts,Dillon-Ferrell,Caitlinville,$1456.20
Michael King,Hall; Rangel and Alvarez,North Amytown,$195.62
Sara Petersen,Rogers; Hanson and Watts,Michellemouth,$1803.27
Shirley Barnett,Lynch Inc,Davisburgh,$515.70
Alexander Craig,Hampton; Foster and Escobar,Sallyburgh,$921.94
David Jones,Duke; Jones and Meyers,Cruzfurt,$1170.96
Michael Jennings,Rios PLC,South Kimberlyfort,$1147.06
Grace Flores,Rogers; Burke and Sanchez,Ramirezhaven,$375.40
Christopher Chapman,Owens-Miller,East Mary,$586.61
Rebecca Vaughn,Beck; Green and Guzman,Lake Nicolasberg,$661.74
Tina Barker,Ross-Lindsey,Samuelshire,$278.87
Brenda Wood,Hutchinson-Vargas,West Shellyview,$58826.86
Diana Lyons,Jacobson; Crosby and Martin,Butlershire,$926.40
Amy Joyce,Hayes Group,South Michelle,$6725.45
Ashley Johnson,Kelly; Clark and Martinez,Meganland,$610.66
Jenna Cardenas,Hayes; Foster and Cruz,Emilyview,$503.34
Stephen Fitzpatrick,Malone Group,South Jimmyville,$716.31
Joseph Carter,Mitchell-Williams,Crystalborough,$44446.04
Sierra Fields,Alexander-Diaz,West Tracy,$1048.14
Samantha Gutierrez,Malone Inc,Johnsonhaven,$431.62
Joel Russo PhD,Owens; Moore and Howe,Sarahside,$1304.06
Michael Obrien,Gray Ltd,Harrellbury,$7020812.59
Brandon Greene,Williams Ltd,West Joel,$310.43
Michael Scott,Soto; Cowan and Fisher,New Nicholasville,$860.54
James Conley,Davis; Flowers and Davis,Phillipberg,$856.28
Jeffrey Frey,James-Bender,Port Michael,$941.99
Kimberly Larson,Hammond Ltd,Lynnstad,$451.39
Gary Gomez,Rodriguez PLC,Lake Thomas,$850.15
Kimberly Shepherd,Clark Group,Veronicachester,$87.33
Jenna Lester,Roberts; Jimenez and Colon,East Ana,$543.33
Karen Shaw,Taylor and Sons,Lake Joshua,$976.79
Todd Bishop,Gray Ltd,Wileyside,$2759842.46
Ryan Aguirre,Novak-Randolph,Micheletown,$517.64
Penny Williams MD,Duke-Waller,West Sheilaland,$264.71
Steven Kennedy,Barnes Inc,Montgomeryville,$2465.18
Henry Stone,Bell; Clarke and Livingston,Coopermouth,$28.62
Mary Fields,Knight; Austin and Walker,Christinetown,$44023.77
Kristin Lopez,Guerrero-Johnson,Lake Christinatown,$711.17
George Bailey,Wallace; Stephens and Rodriguez,Calebton,$1075.60
Teresa Acevedo,Rodriguez; Kline and Campbell,Rossborough,$1963.16
Blake Barrera,Perry-Simmons,West Ericborough,$1484.04
Brianna Roberts,Cruz Group,Armstrongview,$145.02
Anthony King,Foster; Brown and Payne,Maryview,$513.35
Timothy Bailey,Orozco-Ward,East Kevinton,$602.57
Nicole Spencer,Lara; Dean and Sloan,South Markport,$461.18
Kathryn Casey,Smith Ltd,Hoside,$486.28
Allen Wilson,Jones Ltd,South Ericamouth,$1249.50
Sara Nelson,Mullins; White and Williams,South Dylan,$1930.82
Kevin Garcia,Lopez; Henderson and Peters,Kimberlyview,$483.45
Jared White,Jackson LLC,West David,$213.32
Cheyenne Hall,Khan; Fitzpatrick and Smith,Pattersonborough,$669.09
Derrick Duran,Miller; Jones and Robinson,Wattsshire,$740.68
Mary Wong,Russo-Roberts,Port Dianaview,$204.68
Matthew Hendricks,Mercer Group,North Joe,$4725021.18
Joseph Morris,Jackson-Rodriguez,Port Eileenberg,$125.04
Jody Graham,Hall Inc,Port Amy,$389.12
Marc Torres,Walter; Peters and Gordon,Simmonsshire,$85.73
Jerry Wright,Kelly and Sons,East Alexville,$447.27
William Bush,Jennings-Ho,Lake Hollyport,$588.32
Anthony Rosario,Davis; Gomez and Johnson,East Ronaldtown,$1874.85
Christina Collins,Barker Ltd,Thompsonbury,$1458.47
Ethan Jones,Brown; Berry and Estes,South Markview,$371.54
Joshua Ramos,Love-Weaver,Port Williamton,$922.45
Anthony Freeman,Garza-Hudson,Kirkchester,$935.99
Tom Taylor,Riley LLC,Nolanchester,$439.78
Melissa Avery,Turner-Anderson,Masonville,$266.92
Jamie English,Turner-Estes,New Jacob,$954.95
Larry Miller,Fuller Inc,Lake Tinamouth,$1274.00
Maxwell Moody,Rodriguez-Hood,Merrittstad,$687.11
Eric Cooper,Martin; Stephens and Shah,New Emma,$4441948.69
Taylor Clarke,Gomez LLC,Gregorytown,$313.83
Cindy Flowers,Richards-Mcintyre,Williamsontown,$401.22
Jacob Miller,Cole PLC,Blairport,$504.54
Aaron Esparza,Burke PLC,Bautistaside,$343.76
Katrina Keller,Moreno; Owens and Raymond,West Erin,$425.68
Kathleen Campbell,Baker Ltd,Michelleberg,$327.04
Mr. Todd Hayes,Parks; Howell and Bishop,West Eric,$578.36
Timothy Kim,Davis and Sons,Lake Lindsayland,$1478.08
Paul Martin,Norman-Thompson,South Christianfurt,$5410.30
Brian Barber,Cooper; Brown and Moody,North David,$578.95
Robert Davis MD,Moore-Burns,Brendaborough,$500.79
Tasha Miller,Morales; Rodriguez and Guzman,East Lucasborough,$604.62
Brian Phillips,Miller-Collins,Smithland,$965.79
Julie Moore,Serrano-Graham,Roachchester,$702.86
Rebecca James,Thomas-Coleman,Christinestad,$770.69
Molly Hall,Dodson and Sons,Grimesville,$655.25
Laura Williams,Pittman-Bell,Moraleshaven,$434.26
Jason Fritz,Davis and Sons,South Nicole,$473.57
Robert Smith,Berry and Sons,East Justin,$923.89
Joshua Young,Odonnell; Perez and Williams,Williamshire,$5.54
Jennifer Estrada,Byrd-Smith,Anthonyland,$2495453.50
Juan Horne,Jarvis; Cervantes and Golden,Port Nicole,$95913.42
Joshua Jordan,Davis; Murphy and Ramos,East Kathleenville,$664.94
Barry Ballard,Moore-Lynn,South Alanhaven,$1104.23
Benjamin White,Mayer LLC,Lake Leahborough,$476.16
Tara Arroyo,Bell-Hunter,North Charlenemouth,$224.14
Johnathan Schwartz,Barnes Group,Davishaven,$8495851.38
Lisa White,Alvarez; Madden and Allison,Kevinburgh,$7847.71
Rachel Shaffer,Howard; Carter and Duncan,Lake Kathrynport,$298.21
Robert Wade,Perry Inc,New Bryanhaven,$699.08
Robert Barnett,Livingston LLC,Lake Daniellefurt,$576355.44
Mark Torres,Young; Thompson and Lopez,West Richardfurt,$556.92
Mike Roberts,Jacobs and Sons,Woodland,$248.35
Victoria Morgan DDS,Navarro-Murphy,New Kaylabury,$960.53
Charles Anderson,Alexander-Nichols,West Danny,$131.29
Andrew Mccoy,Taylor-Simon,Port Julia,$239.97
Justin Crawford,Harris; Jones and Wolfe,New Robin,$135.37
Craig Diaz,Martinez; Zuniga and Shaw,Grayfort,$979.85
Gwendolyn Gamble,Sellers LLC,Juliaview,$313.98
Kelly Owens,Mercer Group,South Emily,$2021.62
April Miller,Moore-Walters,Stephensfort,$709.72
Jose Garcia,Mitchell Ltd,Ortizstad,$561.50
Michael Cooper,Luna Ltd,Lake Tanyashire,$225.06
Nancy Olson,Collins PLC,Barberbury,$4104625.06
Robert Martinez,Wilson; Larson and Dixon,Ericksonview,$509.78
William Weber,Fowler-Valdez,New Jennifer,$2545.26
Tracy Hoffman,Ali-Hall,Millerfurt,$1263.05
Anthony Bush PhD,Santiago-Jackson,South Jennifer,$1906.70
Kelly Dean,Hunter; Moore and Pratt,Port Holly,$944.72
Amber Richards,Jacobson; Gonzalez and Vargas,Karenland,$637.51
Julia Watts,Hayden-Williamson,Briannafort,$114.73
Cynthia Garcia,Campos; Hughes and Calderon,Port Jamie,$1810.19
Jodi Bell,Rice Group,Lake Melissamouth,$1400.73
Richard Johnson,Nichols; Henderson and Cook,West Jill,$176.85
Ann Logan,Pham-Gray,Michelleton,$1087.75
Jonathan Walker,Andrews-Burns,West Erik,$2895.91
Gary Lane,Glass; Moody and Cline,Adamsmouth,$328.05
Steven Jackson,Brown; Boyd and Bailey,New Kimberlyberg,$7809346.27
Cathy Martinez,Zimmerman; Sanchez and Mcguire,Jessechester,$594.51
Michelle Lester,Parker; Levy and Zavala,Paultown,$1494.27
Christina Williams,Coleman PLC,Port Harold,$1028.38
Angela Kennedy,Bennett; Ortiz and Khan,Brucemouth,$1833.36
Andrea Cole,Walker; Gill and Carter,Suarezside,$236.66
Julie Sexton,Ray; Rodriguez and Harris,Andreaview,$746.78
Mrs. Kathleen Austin,Raymond-Kelly,New Rebecca,$569.47
John Moore,Reyes-Thomas,Wilsonhaven,$1284.12
Jonathan Watts,Clay; Mcdowell and Mason,Port Sarahfurt,$207.78
Jonathan Maynard,Zamora Ltd,South Stephanie,$1612.55
Lance Cain,Anderson; Williams and Clay,Port Ericview,$58.74
Matthew Huff,Carpenter-Kramer,Johnsonview,$98867.88
Michael Brewer,Rodriguez-Kelley,Esparzastad,$670.62
Laura Gray,Townsend; Marquez and Moore,Jacksonborough,$1592.60
Mary Rojas,Evans; Thomas and Walker,South Nicholas,$574.35
Tracy Mcfarland,Santana; Bailey and Freeman,Port David,$9824117.03
Michael Blake,West-Kim,Phillipsburgh,$760.03
Jenna Blake,Cochran; Kennedy and Howard,West Nancyborough,$1031.18
Julia Hunter,Branch Group,East John,$1576.41
Erika Howard,Lopez; Salas and Jones,West Chaseville,$1494.05
Steven Brooks,King Group,Emilybury,$138.00
Thomas Gentry,Heath-Owen,Mitchellbury,$280.81
Kathleen Lee,Jennings-Payne,West Amberside,$656.90
Jeremy Moore,White-Norman,West Meganberg,$78.28
Zachary Ramirez,Ellis Group,Jamieberg,$5364.01
Kayla Baker,Cruz Group,Barbarahaven,$5416.00
Amy Gonzales,Daniels and Sons,Alyssafurt,$6114.71
Mark Smith,Skinner; Johnson and Rodriguez,Owensshire,$636.68
Jennifer Thomas MD,Rodriguez and Sons,West Zacharyfurt,$6457.23
Veronica Lawrence MD,Thompson-Erickson,North Janice,$520.43
Holly Henry,Hodges; Walker and Welch,Cynthiachester,$644.96
Mark Lopez,Clark Group,Harrismouth,$1892.49
Amanda Casey,Johnson-Mcknight,Carlsonview,$2057.30
Mrs. Alexis Acosta DDS,Molina; Johnson and Mccoy,Port Cesar,$63872.28
Joanne Richardson,Williams-Allen,East Craigborough,$837.27
Joshua Cline,Golden and Sons,West Timothyburgh,$169.28
Matthew Padilla,Leach; Taylor and Martinez,Gregoryborough,$1058.11
Casey Weber,White; Walton and Cooper,Deanport,$2150.86
Shawn Stewart,Lawrence; Hamilton and Houston,South Jessicaton,$871.47
Margaret Hernandez,Elliott; Foster and Sanders,West Calvin,$2770.33
Daniel Jordan,Giles Ltd,Vickiefurt,$1939.75
David Rodriguez,Stephens; Arnold and Mack,Jenniferton,$1514.25
Michael Wilson,Boyd PLC,West Brookebury,$1389.54
Richard Hines,Rodriguez-Bauer,Lake Matthewfort,$639.37
Robert Kidd,Lowe Group,East Danielleview,$1705.10
Carrie Bridges,Cole Inc,New Blake,$1903.07
Paula Fernandez,Wright-Hamilton,Bradleyhaven,$542.12
Mark Pena,Webb-Webb,Michelleville,$718.07
Nicholas Duncan,Davis-Farrell,Port Johnmouth,$423.17
Cynthia Gonzales,Taylor-Glover,Lake Blake,$1321.16
Michael Reynolds,Johnston; Kemp and Turner,North Angelview,$52.51
Kaitlyn Brewer,Stone-Davis,East Charlesburgh,$486.42
Thomas Hunt,Sutton; Richardson and Benson,Hebertstad,$598.04
Joshua Williams DDS,Osborn LLC,Kleinborough,$953.51
Jenna Clark,Tran; Garcia and Warren,North Sarahhaven,$589.16
Jesus Nguyen,Carter; Johnson and Chavez,North Anthonyshire,$905.02
Charles Campbell,Moody PLC,West Matthew,$548.83
Debra Miller,Mata-Sims,New Bill,$860.97
Raven Moss,Henderson; Parker and Taylor,Garciamouth,$575.62
Marie Silva,Riley-Johnson,South Jamesmouth,$151.30
Zachary Black,Perez PLC,West Michaelmouth,$261.26
Patrick Williams,Salas-Holmes,East Peter,$1145.85
Antonio Peters,Harper; Johnson and French,Port Sandra,$986.30
Daniel Gonzalez,Hart-Krueger,Kathyfort,$4.92
Justin Bryant,Terry-Gibson,South Adamshire,$329.40
Jessica Bailey,Dickerson-Chan,Courtneyville,$886.42
Lauren Morgan,Williams; Young and Anderson,Jessicaburgh,$2240.33
Douglas Pierce,Rogers; Olson and Davis,Madisonside,$4266.87
Francis Kim,Brewer; Johnson and Sanders,New Jeffreyberg,$1936.05
Brandi Schneider,Johnson and Sons,West Michelle,$906.97
Connie Rios,Roberson; Macias and Stanton,East Kristyport,$407.35
Anna Gutierrez,Beck-Eaton,Joseton,$62.13
Jose Massey,Andrews Group,South Laurenfurt,$1987.07
Peter Li,Rice-Cantu,Williamstad,$1288.36
Lauren Ruiz,Zimmerman-Carter,Jenniferberg,$64.29
Jennifer Stevenson,Kelly; Holt and Alvarado,Michaelland,$394.26
Robert Smith,Brown LLC,West Loriside,$1371.66
Angela Dyer,Norman LLC,South Johnport,$174.63
Sarah Castillo,Hodge LLC,Michaelport,$1628.37
Destiny Stevens,Hughes-Harrison,South Sarahaven,$1238.37
Scott Boyer,Flores-Harrison,Zacharyburgh,$64626.14
Cheryl Jones,Williams-Flores,Port Nicholasfort,$923.95
Cindy Silva,Shaw LLC,Wrightfurt,$585.96
Jeremy Small,Miller Group,North Michelefort,$361.73
Kerri Ware,Chavez; Charles and Rodriguez,Denniston,$625.32
Carrie Tyler,Maxwell PLC,West Julie,$2664.41
John Mcfarland,Keller; Anderson and Simmons,Smithhaven,$1171.70
Justin Short,Butler-Clark,East Michaelfurt,$759.47
Ronald Powell,Christensen; Lowery and Pierce,New Victoriashire,$27.93
Molly Morgan,Church-Waters,New Melissa,$1001.50
Brian Clark,Robles LLC,Port Ian,$1426.76
Daniel Morgan,Nelson Inc,South Carol,$1195.87
Bethany Byrd,Rush-Ingram,Jamesborough,$2707.82
Tracy Cunningham,Bradley Group,Jacksontown,$504.16
Scott Ryan,Lopez-Cooley,Lake Abigail,$709.94
Kimberly Hansen,Mcclain and Sons,Lake Jessica,$1355.06
Shannon Whitehead,Kane-Perry,South Travis,$282.07
Natalie Luna,Rosales; Hall and Andrade,South Chase,$2069.19
Daniel Booker,Gibbs Group,Andrewville,$441.12
Becky Duran,Atkinson; Nguyen and Brooks,East Tarabury,$1100.32
Melissa Bradley,Smith and Sons,Lake Kimberly,$102.54
Stephanie Cummings,May; Jensen and Anderson,South Christopher,$1964.94
John Cooke,Ramirez-Bryant,Samanthachester,$1252.79
Greg Nelson,Glover; Davis and Kelley,North Kimberly,$91.20
Bradley Maynard,Lewis Group,Theresaland,$311.41
Mary Lewis,Richmond-Smith,Lopezfort,$937.00
Jennifer Nelson,Mills-Johnson,Carlyshire,$2943.55
Brandy Johnston,Walsh-Edwards,South Johnstad,$31.03
Jessica Robinson,Mack-Spence,Gonzalezstad,$268.46
William Lewis,Lewis-Murray,North Angelafort,$464.75
Dr. David Maldonado,Oliver-Rhodes,West Justin,$1128.74
Richard Bradley,Clark Group,Robertsstad,$389.07
Gary Campbell,Torres-Morgan,Lake Stephen,$1166.67
Curtis Young,Smith Group,Lake Nathanielhaven,$1047.12
Carla Hernandez,Collins Group,West Patriciastad,$1408.76
Stephanie Perez,Stephenson; Williamson and Ramos,South Jennifertown,$373.94
Donald Raymond,Jones-Lowe,Loganhaven,$49712.44
John Rocha,Vaughn-Anderson,South Gary,$680.98
Tyler Conner,Lopez LLC,South Jennifer,$1644.45
Robert Cuevas,Contreras LLC,North Shelia,$1455.71
Andrea Beck,Ellis PLC,Nguyenfurt,$236.64
Patrick Perez,Hurst Group,Johnsonton,$527.56
April Long,Collins LLC,Madelinechester,$716.56
Tammy Dixon,Conner-Hawkins,Port Tracyberg,$883.21
Jason Mccarty,Bullock; Turner and Rose,Millerton,$891.87
Christina Elliott,Allen-Pratt,Port Nicolestad,$435.42
Stacy Price,Chandler PLC,New Ashleystad,$649.85
Jillian Horn,Brown-Schneider,Glennburgh,$689.79
Benjamin Ramirez,Sloan-Craig,West Christopher,$1332.30
Donna Compton,Hernandez PLC,Melaniestad,$977.12
Jake Hughes,Hawkins; Brown and King,Port Christina,$1625.15
Dr. Erica Evans MD,Lewis PLC,Austinfurt,$2120.36
Cindy Stewart,Parker; Long and Rodgers,Lake Elizabethtown,$4020.32
Richard Ferguson,Ramirez; Murray and Elliott,Anthonyland,$604.12
Julie Weaver,Summers-Morrison,East Misty,$192.18
Chelsea Martin,Rangel; Lewis and Holmes,Heatherfort,$1023.89
Catherine Moss,Walsh LLC,Lake Keith,$6392.99
Cindy Porter,Dixon Ltd,Port Emilyburgh,$270.18
Emma Thompson,Gaines-Russell,Stephaniehaven,$256.51
Kevin Turner,Wilson-Ramirez,West Dustin,$1420.43
Dennis Gutierrez,Travis Inc,Reillychester,$994.51
Sara White,Holloway LLC,Garciaville,$1408.21
Jessica Garcia,Henry-Lee,Perezmouth,$869.89
Jeffrey Torres,Rivera-Howard,Lyonshaven,$439.11
Kelly Hoffman,Stone; Smith and Gilmore,East Patrick,$959.04
Casey Rodriguez,Lucas; Levy and Miller,Port Natasha,$1417.36
Kaitlin Cox,Krause; Simmons and Coleman,Camposmouth,$407.29
Alexis Waller,Combs Group,Port Sandra,$1263.00
Angela Cardenas,Patel; Mckenzie and Snow,Rioston,$2808.44
Cory Matthews,Moore-Montes,Nancytown,$331.38
Patrick Valdez,Allen-Osborne,West Jenniferberg,$594.03
James Gibson,Robinson Ltd,Lake Codychester,$20.70
Seth Washington,Giles-Kennedy,West Shane,$161.46
Mary Estes,Church-Rhodes,Mccluremouth,$179.38
Cheyenne Mcgee,Romero and Sons,Stacyhaven,$467.17
Wanda Kelly,Green Ltd,Melissastad,$998.44
Crystal Lawrence,Chapman Inc,Marshside,$2262.07
Wayne Johnson,Leblanc; Davidson and Smith,Port Lindaville,$581.12
Rachel Rocha,Larson Ltd,Port Daltonshire,$1238.63
Thomas Johnson,Rubio-Nunez,West Melindashire,$871.94
Peter Copeland,Kelly PLC,Nelsonland,$960.83
Cesar Smith,Smith-Meza,East Jack,$148.64
Colleen Stevens,Harris Ltd,Port Amandafurt,$1400.40
Kelly Bradshaw,Hall Group,West Nicholasbury,$730.06
Logan Tran,Stewart-Burke,Jorgeberg,$1953.84
Jack Scott,Jones Group,South Tiffany,$570.52
Toni Chavez,Valenzuela; Rowland and Villarreal,Michaelburgh,$701.42
Amanda Warren,Weaver and Sons,Lindseymouth,$2786.50
Thomas Sanchez,Smith-Hahn,North Christopherburgh,$1153.22
Kaitlyn Hale,Young-Mitchell,Sandovalbury,$62230.36
Janet Clark,Lopez Group,Nelsonmouth,$845.76
Cassandra Nelson,Burke-Watson,Port Diane,$1397.66
Regina Davies,Norton LLC,Parkerview,$621245.02
Vanessa Aguilar,Dixon; Ochoa and Perkins,Robertberg,$963.81
Michael Hopkins,Smith PLC,Amyton,$123.05
Kendra Gomez,Gray PLC,Port Christinamouth,$118.58
David Fleming,Johnson-Kelly,East Stephanie,$105.98
Christopher Joseph,Murphy Inc,Chavezfurt,$1534.07
Christine Miller,Middleton Inc,Lewisville,$151.03
Tyler Dunn,Nelson-Curtis,New Kennethtown,$419.26
Jennifer Smith,Webb and Sons,South Martinton,$370.13
Ashley Peterson,Williams-Perry,Christophershire,$221.25
Michael Spencer,Barry-Lopez,Beckerbury,$739.87
Jessica Pittman,Cain-Martinez,Rossborough,$430.62
Benjamin Chaney,Delgado-Hamilton,Vargasberg,$630.60
Eric Carlson,Blake-Todd,Lake Paul,$1509.51
Maria Anthony,Sloan; Wilson and Young,Heatherland,$932.95
Ashley Allen,Jones-Arnold,Haleyberg,$996.30
George Lewis,Gibson; Gay and Lee,West Julie,$1031.01
Kevin Woodward,Murray-Mosley,Carpentermouth,$927.41
Courtney Lawson,Williams-Gordon,North Brian,$678.42
Connor Bass,York Ltd,Waltonview,$881.85
Tasha Powers,Glenn-Ortiz,North Juanburgh,$329.77
Cynthia Jackson,Torres Group,New Tyler,$112.06
Destiny Romero,Mueller; Gallagher and Montoya,Byrdborough,$1690.74
Kelly Ray,Cooper; Martin and Barnes,Brucechester,$885.31
Michael Simpson,Blair-Rivera,Michelleberg,$2634.68
Emily Jones,Coffey-Moore,Jamestown,$433.36
Edgar Pineda,Carter; Sullivan and Murray,Juanside,$99448.70
Joy Brandt,Barrett-Oconnor,New Scott,$563.05
Madison Fernandez,Bishop; Monroe and Miller,Lake Angela,$1004.31
Donald Church,Gray and Sons,Port Paulland,$4196.30
Susan Eaton,Durham; Anderson and Miller,Richardstad,$658.46
Joseph Lee,Li-Campbell,Port Karenstad,$1233.41
Eric Chen,Webster Ltd,Port Loganville,$682.72
Calvin Torres,Wells-Taylor,New Tammychester,$39.86
Paula Alvarado,Oliver-Mays,Priceton,$953.83
Belinda Snyder,Garrett PLC,East Cody,$772.90
Brian Hale,Peterson-Tyler,Donfurt,$899.61
Stacey Wheeler,Cooper-Flores,Garciachester,$213.37
Jenna Brown,Carter; Diaz and Gomez,Lake Laura,$793.32
Victor Kemp,Davis PLC,Henryhaven,$19.81
John Fisher,Long; Paul and Smith,Port Joshua,$2245.71
Angelica Little,Perez-Miller,Port Jose,$904.60
Lydia Harrison,Hale PLC,East Brian,$1208.12
Adam Adams,Smith-Brown,Ramirezbury,$922.68
Joseph George,Browning-Ellis,Lake Audrey,$423.27
