name,company,city,transaction_total
Donald Miles,Garcia; Garrison and Sanchez,Port Yolandaborough,$1938.92
Jason Rice,Cobb; Johnson and Riley,Laurachester,$12.47
Rebecca Perez,Molina PLC,Port Oliviafort,$1272.17
Derek Morgan,Bailey; Barber and Tran,Port Collin,$212.59
Nicholas Diaz,Hogan-Gallagher,Lake Dylan,$1458.95
Jessica Torres,Estes-Pearson,Port Jessica,$1381.06
Kathleen Miller,Munoz; Henry and Guerrero,Lake Austinport,$61.04
Sonya Holmes,Hansen Inc,Pinedafurt,$81210.24
Kathleen Sullivan,Lane; Carter and Goodman,North Jessica,$392.37
Paul Smith MD,Anderson-Pruitt,Mccormickburgh,$690.11
Natasha Hampton,Washington; Green and Randall,Port Kimchester,$8993.22
Michael Parker,Hawkins-Warner,Jessicabury,$7871.95
Tammy Jenkins,Garcia-Williams,Lake Michelleberg,$867.92
Dustin Delgado,Wong-Owens,Port Nancy,$496.97
Jason Evans,Pope LLC,Lonniehaven,$241.93
Donald Garrett,Cohen and Sons,New Erika,$673.05
Mark Nelson,Lewis-Bautista,East Latashaville,$931.14
Michelle Hill,Lane PLC,Lake Daisy,$2793.36
Warren Blackburn,Long; Parker and Esparza,Yorkfort,$124.77
Katrina Phelps,Garza; Kelley and Lee,Ericaton,$759.34
Carol Werner,Erickson-Ray,Nicholasstad,$1329.92
Keith Lang,Ramirez; Sullivan and Hill,East Garybury,$677.29
James Garcia,Rodriguez-Cain,West Aaron,$68.49
Erica Jones,Hicks PLC,South Davidland,$209.69
Victoria Hopkins,Hamilton; Sullivan and Ferguson,West Jerrychester,$7228.20
Richard Williams,Smith PLC,Donaldhaven,$2097.82
John Johnson,Sweeney-Pacheco,Lake Justin,$1309.60
Luis Brooks,Lee; Stone and Shah,Port Michelle,$870.14
Steven Lewis,Tanner; Fisher and Cruz,Reyesview,$1147.39
Elizabeth Harris,Schultz; Little and Snyder,Chandlerfort,$774.10
Oscar Williams,Lopez Inc,Stevenbury,$876.08
Lori Molina,Torres PLC,Adrienneland,$726.52
Allison Fernandez,Jones LLC,Port Tylermouth,$1597.23
Mark Wilson,Davis; Lyons and Mckee,Allenton,$377.29
Tabitha Mullen,Price; Elliott and Hall,Patriciaville,$2868.45
Kathy Townsend,Ball; Cantrell and Jones,Danabury,$397.62
Gregory Phillips,Weber-Carroll,North Zacharychester,$1395.72
Daisy Mays,Martinez-Moore,South Scottton,$1335.39
Dr. Michael Mccarty PhD,Williams PLC,Joneston,$192.47
Madison Bates,Smith-Greer,East David,$894.97
Dr. Sarah King,Grimes-Gould,Paulport,$367.51
Dale Jordan,Parker LLC,Jacksonmouth,$1185.05
Dakota Jarvis,Payne-Stewart,Brownmouth,$2264.35
Victoria Flores,Price Inc,New Robertside,$568.38
Bryan Perez,Johns Inc,Josephshire,$1699.98
Monica Doyle,Walker; Steele and Reyes,Tammyfort,$789.20
Yvonne Rose,Jones Group,Kellyview,$920.45
Eric Mullen,Miller-Stein,Josephview,$99133.20
Patricia Hamilton,Kelley; Hill and Wolf,Kristiview,$1061.41
Donna Rivera,Cox; Mejia and Smith,Stoneberg,$127.49
William Yoder,Cross-White,Port Karenport,$1243.00
Robert Bartlett,Hall Group,East Kenneth,$486.40
Alejandro Nash,Simmons; Figueroa and Christensen,New Bradleyside,$27377.60
David Strickland,Burgess-Roberts,North Gregorytown,$320.59
Katie Wright,Boyer; Gilbert and Swanson,Petersonhaven,$1397.59
Jordan Johnson,Solomon Ltd,Bradleybury,$463.10
Amber Taylor,Simpson-Walker,North Joseph,$915.80
Jessica Fisher,Doyle Inc,Jeanetteton,$844.87
Michelle Duffy,Cabrera-West,Fieldsbury,$424.73
William Rice,Ruiz-Pierce,South Andrewmouth,$2536.04
Rebekah Ramirez,Casey Group,Port Gabriela,$742.88
Nicholas Cruz,Thompson; Choi and Cole,West Carlos,$877.69
Elizabeth Patel,Roberts PLC,Gomezbury,$306.67
Brianna Phelps,Rojas-Mcfarland,Brownchester,$25.28
Mary Smith,Jackson-Hill,New Lindseyview,$445.96
Karen Brown,Douglas Inc,Williamstown,$1136.23
Patrick Cannon,Russell; Mcintosh and Scott,North Ronnie,$653.76
Michael Arnold,Williams; Mason and Cooley,Tonyport,$1971.36
Cheryl Rodriguez,Rogers-Wright,Castillochester,$350.06
Daniel Barnes,Simon-Doyle,North Carrie,$1761.60
Ana Bullock,Potts; Cobb and Pearson,Michaelbury,$1075.82
Veronica Green,Griffin; Graham and Bishop,Williamton,$8788679.72
Diana Gallegos,Smith-Bryant,Michealview,$240.26
Katherine Farley,Cooper-Bradshaw,Parkerside,$1711.30
Cynthia Harrison,Dunlap-Martinez,East Sarah,$482.43
David Nichols,Hicks-West,Hodgeborough,$828.39
Brian Moses,Foster and Sons,West Tracimouth,$266.93
Michael Hernandez MD,Hall-Ward,East Deborahchester,$865.55
Donna Collins,Wagner; Holland and Taylor,South Jasonton,$919.19
Jason Stewart,Bennett Ltd,North Johnhaven,$1268.88
Joseph Sloan,Hanson-Maldonado,Espinozahaven,$1768.89
Amy Oneal,Williams; Odonnell and Schaefer,Ryanton,$423.30
Mary Lucas,Trevino; Sims and Scott,Jeffreyborough,$1530.53
Deborah Haas,Hart; Miles and Cross,Kimburgh,$598.51
Carol Robinson,Ramos Inc,North Mark,$1358.04
Michael Edwards,Jacobs Ltd,Elizabethport,$564.36
Stephen Gomez,Williams; Jordan and Ortiz,North Lisa,$2160.86
Carrie Watkins,Wilson-Hale,Colemanmouth,$7094.04
Alyssa Ryan,Adams-Ramirez,East Katherine,$518.72
Brittany Johnson,Kennedy Ltd,East Adamburgh,$2680.47
Linda Perkins,Mccarthy-Little,Elizabethmouth,$606.18
Kevin Gilbert,Clark; Frost and Gutierrez,Tuckerside,$9214.93
Vanessa Chapman,Stephens PLC,Christineberg,$1146.29
Joseph Williams,Salas-Gibson,North Johnburgh,$1001.21
Gina Park,Moyer; Johnson and Haney,Tonyafurt,$82031.29
Christopher Jordan,Johnson PLC,Dunnhaven,$853.82
Cheryl Jones,Smith; Lucas and Henry,Lake Joshuaside,$780.85
Kevin Tate,Valencia LLC,East Kellymouth,$372.99
Amanda Watson MD,Reynolds; Salas and Lewis,Bartonmouth,$663.80
Bryan Donovan,Adams-Fuller,Grantview,$471.06
Brian Jimenez,Pitts-Michael,Port Patricia,$1838.08
Jennifer Garcia,Patrick-Rodriguez,Carolfort,$77027.72
Jessica Fuentes,Hamilton PLC,Port Jamesview,$691.24
Catherine Solis,Davies-Howell,East Matthew,$676.39
Scott Harris,Garcia PLC,Michaelport,$798.33
Angela Hughes,Mcclure; Hill and Atkins,Maryfort,$39690.66
Michael Williams,Harris; Whitehead and Edwards,North Cynthia,$896.29
Christina Mueller,Brooks; Anthony and Hicks,Burkestad,$4.50
Michael Reid,Hughes; Long and Bowman,East Anita,$525.73
Kathleen Martin,Miller; Mullins and Brown,Lake Juan,$353.64
Rachel Smith,Payne Inc,Hoffmanmouth,$1464.52
Sarah Maldonado,Cunningham-Castro,Ericstad,$791.17
Timothy Shah,Gill-Schmidt,North Kendra,$1917.46
Kenneth Thompson,Holloway-Brennan,Floresfurt,$348.22
Brian Hardy,Chandler-Page,Victoriaville,$845.20
Matthew Hubbard,Vaughn-Frazier,Stacyton,$897.05
Trevor Jones,Davies and Sons,Geraldport,$705.31
Gary Wells,Harris LLC,Adamsburgh,$142.68
Tonya Short,Brown Inc,West Sarafort,$469.84
Jason Jones,Anderson and Sons,Robertsville,$809.05
Gerald Vargas,Sanchez; Miller and Perez,Christinaport,$6688.70
Jordan Hernandez,Sampson-Smith,South Corey,$1209.23
Michael Mcbride,Davis PLC,South Michaelbury,$1207.21
Shane Castaneda,Marquez-Harris,Lake Aaron,$793.51
Nicholas Mcdonald,Briggs Inc,Shirleyton,$161.14
Bradley Gonzalez,Larson-Gould,Andrewton,$1653.88
Edward Taylor,Brown LLC,Smithport,$391.25
Anna Phillips,Garcia-Guerra,North Ericside,$851.15
Laura Miller,Thompson Group,South Charles,$898.37
Julie Hutchinson,Garcia Ltd,South Robert,$568.98
Elizabeth Hunt,Franklin LLC,Lake Christopherbury,$1350.11
Peter Lopez,Lopez; Padilla and Morris,Roseside,$9159.14
Alan Guzman,Moore Inc,Lake Colleenmouth,$788.91
Jacob Frederick,Alvarado PLC,Bryanberg,$579.65
Dana Hill,Garza; Brown and Salinas,Carrilloland,$1041.82
Robert Underwood,Bush Inc,Port Vanessa,$1210.51
Stephanie Richardson,Peterson Group,Johnstonborough,$103.76
Kevin Franco,Cooper and Sons,Michaelshire,$100.96
Tricia Bailey,Wilson; Hancock and Cohen,Jillburgh,$779.46
Jason Gray,Sanchez; Bennett and Davis,North Jonathan,$1852.00
Tammie Davidson,Hernandez-Welch,Munozton,$1953.43
Daniel Weiss,Mcdonald and Sons,Lake Kendratown,$102.20
Tiffany Bell,Adams Ltd,Harrisbury,$393.67
Maria Joseph,Morgan; Mccarthy and Ruiz,Port Kylemouth,$719.50
David Mueller,Wu; Wolf and Ward,Burgessmouth,$2267.68
Mary Taylor,Carter LLC,West Cynthia,$1024.14
Nathan King,Whitney-Johnson,Stevenbury,$2124.63
Jonathan Le,Martinez-Cooper,Geraldbury,$660.70
Jaime Lee,Sanchez; Clarke and Ramirez,Ashleytown,$1314.73
Tammy Valenzuela,Hoffman and Sons,Port Ronald,$731.36
Isabel Maddox,Jones-Barnes,Jonathanport,$1318.95
Dylan James,Ellis; Turner and Nelson,Sandraland,$4889730.77
Sergio Mcbride,Jones-Hayes,Port Herbert,$64.08
Amy Jones,Fisher Group,Port Melissahaven,$566.25
Manuel Brown,Hawkins LLC,Port Cassiefurt,$4.92
Breanna Moore,Grimes LLC,Woodardport,$8993.54
Joshua Ramos,Carpenter; Smith and Webb,Joshuaburgh,$834.11
Alexis Ware,Novak; Ward and Evans,North Craigbury,$715.21
Amanda Gay,Ramsey-Flores,South Brenda,$333.98
Michael Smith,Wilcox-Russell,Duaneburgh,$1376.68
John Page,Galloway; Hernandez and Garner,South Andreaburgh,$464.54
John Bennett,Castillo LLC,Howardfurt,$831.97
Megan Cardenas,Welch-Rogers,Christensenport,$2514.99
Connor Johnson,Alexander Group,West Jessicaborough,$8147464.33
Matthew Sullivan,Herrera Ltd,Lake Kevinville,$1590.81
Erin Frost,Cain; Ashley and Barnes,Amandaview,$4959.60
Jose Fischer,Leblanc; Murray and Crawford,Jonathanbury,$643.49
Jonathan Parks,Myers LLC,West Victorfort,$126.28
Meagan Harper,James; Brown and Hartman,West Keithchester,$852.42
Dylan Nguyen,Lynch; Smith and Ford,Chenville,$1355.12
Steven Brown,Hunter; Hobbs and Randolph,South Aaronmouth,$357.28
Jenna Smith,Duncan; Wilson and Sanders,Jarviston,$254.74
Stacy Boyer,Williams; Brown and Martinez,Lake Keith,$869.69
Jessica Lowe,Wilson; Smith and Murphy,Georgebury,$1758.47
Gina Shea,Garza LLC,Saundersborough,$6975.53
Amanda Richardson,Kaiser Group,Justinton,$659.38
Dawn Mcdaniel,Dickerson-Steele,East Derekport,$1163.65
Arthur Benton,Barber-Holmes,New Karen,$231.67
William Scott,Coleman; Collins and Newton,Port Craig,$914.95
Jasmine Snyder,Lester; Wilson and Long,Christophertown,$2091.11
David Acosta,Castillo PLC,Port Sydney,$1039.92
Tristan Ellis,Webster-Fox,Gregoryton,$1797.11
Tyler Andersen,Cross LLC,Weeksburgh,$761.07
Kerri Hamilton,George-Moreno,Lake Kenneth,$1189.61
Perry Reyes,Cowan PLC,East Andrew,$16069.99
Adam Hardy,Chase; Rivas and Sanders,Nancychester,$753.55
Theresa Kelly,Campbell-Tucker,Corystad,$654.50
Debra Daniels,Simpson LLC,South Kathleenside,$1649.77
Joshua Gomez,Martin-Moore,Toddchester,$483.38
Sierra Myers,Harris Inc,Hintonview,$796.45
Dustin Glenn,Lyons-Bailey,Port Leroyburgh,$1149.99
Gavin Pineda,Roberts; Bishop and Church,New Dawnberg,$42.86
Samuel Mitchell,Acevedo-Rogers,East Jacobberg,$560.55
Bradley Boyle,Shaw; Jones and Orr,New Michaelville,$871.89
Bradley Gordon,Scott-Schultz,Jacksonton,$8753.80
Kyle Robinson,Booth-Turner,Davischester,$971.14
Austin Gonzalez,Yu-Tucker,Lake Krystal,$478.44
Shawn Hansen,Smith; Jones and Phillips,South Aprilport,$743.39
Johnny Lee,Nichols Ltd,East Alejandroport,$2885.02
Shaun Henry,Hopkins-Hill,West Jamesville,$536.05
Andre Davis,Patrick; Richards and Hicks,West Brian,$7256.53
Caroline Mcconnell,Mcguire; Brock and Poole,New Alyssa,$239.89
Michael Brewer,Velazquez Group,Port Robert,$106.59
Kayla Conley,Clark-Bell,Terryfurt,$1359.91
Jesse Long,Graham and Sons,North Johnville,$668.78
Matthew Ramos,Harris; Lopez and Smith,Barrettshire,$1336574.22
Jose Harris,Trujillo PLC,East Brittany,$701944.41
Luke Rollins,Perry-Hoffman,Joshuaton,$753.82
Laura Stevens,Miller; Collier and Morgan,Patrickhaven,$288.65
Tony Rose,Jones PLC,Lake Darlene,$450.34
Veronica Burnett,Powell and Sons,East Johnland,$24.49
Barbara Donaldson,Soto; Jenkins and Thomas,Johnton,$733.02
Katrina Garrison,Beck-Brandt,South Wendy,$794.75
Mary Johnson,Chung and Sons,Port Katherine,$2967.31
Nicole Harris,Hendricks; Page and Flores,Kristenbury,$2311.64
David Hines,Williams; Welch and Spence,Nathanchester,$1624.59
Nancy Moses,Cox Ltd,South Robert,$1125.01
Victoria Walker,Nash-Cannon,Taylorhaven,$8916061.42
John Richmond,Chavez-Meadows,North Heather,$31079.50
Deborah Ward,Garcia-Lam,Lake Kathrynburgh,$2320.27
Samantha Fuentes,Steele; King and Daugherty,Samanthaborough,$1651.74
Miss Alexis Green,Alvarado-Martinez,Benjaminburgh,$1064.76
Nancy Williams,Sandoval and Sons,Amandatown,$518.68
Erika Hatfield,Maynard and Sons,Davidland,$1878.08
Danny Bauer,Gilmore-Adams,Susanfurt,$3493.38
Selena Mcdonald,Cruz PLC,North Nicholastown,$4863.98
Jasmine Taylor,Briggs-Weber,Lake Jodi,$156.28
Michele Oliver,Bryant; Wilson and Gentry,North Stacey,$671.63
Mrs. Nicole Green MD,Oneal; Willis and Brown,Deborahmouth,$761.05
David Smith,Barr Ltd,New Alejandroport,$845.15
Grant Davidson,Torres; Potts and Miller,Stevenston,$962.87
Michael Neal,Jordan Group,Hunterland,$4725.44
Amy Martin,Webb; Ho and Stokes,North Johnborough,$112.13
Kaitlyn Smith,Andersen Ltd,Port Kristy,$635.49
Ryan Hawkins,Gonzalez; Gray and Lane,Lewismouth,$1320.55
Taylor Jones,Cardenas-Rivas,Martinezview,$868.42
Ray Johnson,Sullivan-Riley,South Courtneyburgh,$34.60
Brooke Allen,Torres; White and Clark,North Heatherview,$53.70
Julia Garcia,Sparks-Austin,East Jessicaborough,$1883.77
Lindsey Campbell,Koch-Hardy,West Jasonfort,$1016.51
John Hanson,Dennis-Williams,Hoodland,$967.52
Karen Gould,Webb LLC,Cervantesfort,$477.07
Jason Scott,Monroe-Maddox,South Jacob,$1506.45
Patrick Becker,Gonzalez Group,East Jasonside,$227.60
Kathryn Harris,Mccarty; Patrick and Bridges,Port Robertfurt,$324.38
Donald Coleman,Murphy; Baker and Thompson,Maddenburgh,$649.98
Joyce Mann,Butler; Garrett and Mckee,Hernandezport,$257.82
Michael Shaw,White and Sons,Sandraport,$698.36
William Sherman,Barrett; Reeves and Bradford,Dawsonview,$794.60
Jeffery Holder,Smith Inc,East Brian,$710.25
Mary Stevens,Levy LLC,West Robert,$425.35
Allen Smith,Garcia-Graves,East Jennifer,$269.28
Christina Mitchell,Collier Ltd,Smithmouth,$246.65
Elizabeth Morgan,Cunningham; Wilson and Campbell,Blevinston,$354.79
Julie Reyes,Hawkins-Robertson,New Rebeccafurt,$552.72
Michelle Lloyd,Barry-Gray,Amyside,$81197.95
Allison Johnson DDS,Ford; Lang and Bryant,Port Jason,$1893.44
Michelle Jenkins,Hayes LLC,Andrewborough,$221.35
Juan Johnson,Ryan-Hart,Danielmouth,$634.83
Mary Lawrence,Smith and Sons,Barberborough,$804.61
Shawn Wood,Stafford; Moore and Browning,West Danamouth,$247.40
Jill Wood,Cruz LLC,Jenniferside,$25.87
Christine Becker,Lane-Edwards,Barnesshire,$296.17
Jeremy Nelson,Garcia Ltd,Nathanielmouth,$624.52
Tammy Gallegos,Rogers LLC,Port Stevenshire,$590.83
Henry Chaney,Whitaker; Navarro and Charles,East Courtneyburgh,$402.90
Christy Maldonado,Kim-Jones,Theresastad,$324.96
Jennifer Waters,Ramirez; Mcbride and Davis,East Briannastad,$1673.00
Andrew Park,Gonzalez; Brown and Daniels,Lake Andrea,$19653.58
Mary Moss,Rodriguez; Coleman and Reyes,Carlosborough,$240.86
Nicholas Dixon,Carrillo; Brady and Thomas,Port Amanda,$958.05
Kayla Drake,Zimmerman Group,South Alexview,$366.60
John Evans,Collins Ltd,North Ericaland,$9260.56
Beverly Estes,Smith Ltd,North Kristinahaven,$53306.25
Andrea Clark,Oliver-Nolan,Curtisburgh,$1641.11
Wendy Gutierrez,Edwards; Case and Compton,Davidtown,$1259.16
Peter Ruiz,Erickson Ltd,Lisamouth,$1445.23
David Hatfield,Jones-Harris,Melissafort,$77.67
Christina Fry,Carter PLC,North Karenville,$335.27
Daniel Smith,Robles PLC,Bennettbury,$1121.33
Eric Jones,Ray Group,Lake Allison,$1625.77
Jeffrey Brown,Brown Inc,Matthewshire,$1833.57
Catherine Soto,Lawson; Washington and Guerrero,New Robert,$225.29
Tracy Smith,Matthews; Baker and Johnson,West Erik,$56.51
Eric Roberts,Adams; Bradley and Riddle,Johnsonton,$2968.79
Nathan Chase,Hahn; Williams and Mathis,Lake Shane,$2498.93
Raymond Woods,Davis-Hill,Sarahville,$638.83
Colleen Brown,Wolfe Inc,South Ericstad,$89097.16
Robert Smith,Johnson LLC,Williamsview,$577.40
Katherine Williams,Humphrey Ltd,East Alexaton,$703.89
Carol Myers,Wolfe; Adkins and Gill,Stephaniebury,$232.43
Tiffany Moreno,Ware Group,Amyville,$4868.52
Jeanne Williams,Gardner Group,Walkerton,$156.63
Allison Thompson,Davis-Gallegos,Lake Reneeport,$730.14
Christina James,Bowers; Wood and Chavez,Gonzalezshire,$456.83
Joseph Perkins,Perez; Sutton and Ibarra,Sharonmouth,$976.04
Rebecca Phillips,Dickerson PLC,Karenmouth,$184.36
Ms. Priscilla Castro,Thomas-Donaldson,Jonesmouth,$457.66
Douglas Love,Walker Inc,Lake Ericstad,$506.68
Lisa Smith,Thomas; Morgan and Morgan,Gardnerburgh,$2769.21
Kathy Smith,Henderson-Wade,New Brittanyhaven,$175.87
Sean Jackson,Ellison Ltd,Palmermouth,$514.83
Adam Ray,Fisher; Williams and Vasquez,Duartemouth,$100.01
Kevin Monroe,Harris LLC,Lopezshire,$314.05
Kristy Crawford,Parker-Pittman,Port Todd,$1121.12
Rachel Savage,Ramirez LLC,Jonesstad,$932.77
Frank Calderon,Anderson; Bruce and Rivas,West Ericfurt,$477.82
Mr. Eddie Robinson,Miller; Robinson and Gilbert,New Russell,$975.67
Maria Bowen,Malone-Brown,Pierceville,$532.73
Michael Herrera,Lam; Cruz and Jackson,Randallmouth,$868.85
Rebecca Jones,Donovan Ltd,South Michael,$8493579.40
Robert Thompson,Mcclure LLC,Stephenview,$59041.41
John Rivera,Carr Group,West Robertton,$124.38
Sandra Patton,Simmons Group,South Elizabeth,$1399.80
Angela Terry,Franco; Padilla and Lewis,Paulshire,$441.46
Shelley Thomas,Harrison PLC,Martinezberg,$1082.25
Nicholas Sanchez,Turner LLC,Nicholeberg,$1805.08
Leah Lewis,Sullivan Group,Port Kevinburgh,$519.09
Emily Caldwell,Burch Inc,Estesville,$263.09
Nancy Weaver,Nguyen PLC,Zavalaland,$183.76
Christopher Craig,Aguirre Inc,North Josephport,$338.24
James Lawson,Mckinney; Salazar and Lambert,West Audreybury,$1900.49
Maureen Downs,Moyer; Evans and Jones,Grantton,$1234.92
Joyce Dodson,Day; Parker and Patterson,Woodborough,$343.03
Shelby Romero,Cameron Group,Port Timothy,$2748.18
Sarah Parker,Morgan; Powell and Ballard,West Haleytown,$38133.94
Greg Salinas,Ellis-Riley,Stephenston,$984.84
Anthony Stokes,Scott; Ward and Wilson,East Jennifershire,$1454.87
Angela Charles,Martin; Jackson and Hudson,Darrellburgh,$556.96
Jamie Clark,Anthony Inc,West Melindatown,$430.62
Lauren Lawrence,Hodge; Schmidt and David,Wesleystad,$18.24
Dennis Weber,Ray-Miller,Matthewstad,$1257.29
Mark Cummings,Shaw-Pope,New Phyllisside,$606.13
John Stokes,Davis-Greene,New Nicholastown,$826.86
Kelly Woods,Garcia LLC,Gonzalezchester,$8190.00
Rickey Williams,Hahn PLC,South Billytown,$405.44
Seth Beard,Chambers Inc,North Calvinside,$535.68
Manuel Marquez,Curry; Edwards and Holland,East Normamouth,$1431.27
Sara Richardson,Patel; Young and Smith,New Joshua,$64869.05
Caleb Morgan,Lee and Sons,Stoneburgh,$30343.70
Brian York,Petersen LLC,North Gregory,$1328.19
Matthew Williams,Davis-Rhodes,North Derrick,$379.44
Debra French DDS,Scott; Ruiz and Mcconnell,Simonton,$572.90
Diane Smith,Ruiz and Sons,Deniseport,$1378.70
Joshua Carter,Carr-Curry,West Donna,$704.20
Victoria Walker,Taylor-Gomez,Sharpland,$228.33
Heather Nelson,Meadows Ltd,Santanafurt,$599.56
Tina Lee,Valencia; Taylor and Chavez,West Andrewstad,$8158.49
Anthony Harris,Woodward; Bowman and Thornton,Jesusview,$9707.08
Carl Little,Bowers PLC,Kramermouth,$1375.90
April Martinez,Baker and Sons,North Jenniferfort,$518.12
Sophia Peterson,Rojas-Foster,Dixonstad,$81.92
Jaime Sanchez,Navarro; Cohen and Burke,Port Jessica,$7.20
Amber Wilson,Arias; Brennan and Barrett,East Tashastad,$316.56
Jose Martin,Ellison and Sons,Lovemouth,$171.95
Heather Lee,Henderson-Stephens,West Benjaminland,$51088.24
Heather Silva,Travis-Reyes,East Rachelburgh,$1549.88
Jason Smith,Nolan; Mcgrath and Wagner,North Amandatown,$933.95
Vicki Velasquez,Johnson; Ramirez and Taylor,Michaelton,$690.54
Michael Gordon,Dixon Ltd,South David,$804.71
Briana Wall,Ramos-George,South Melissaport,$745.65
Robert Chapman,Mclaughlin-Thomas,East Todd,$9.46
Eric Mata,Foster-Reed,East Howardmouth,$6089.39
Jasmine Murphy,Hall-King,North Jeffery,$817.18
Paul Brown,Cox-Sanford,New Stephaniefort,$7690.90
David Jones,Garcia Inc,New Ericatown,$91319.64
Joel Oconnor,Ayala PLC,Port Todd,$432.18
Stacey Baker,Garcia; Terry and Ellis,Tuckerbury,$399.74
Victoria Johnson,Johnson LLC,West Reginaburgh,$888.11
Michael Mccann,Cunningham; Perez and Smith,New Barbaraport,$550.18
Dawn Harrington,Herrera Ltd,Freemanton,$379.29
Brian Montgomery,Hayes-Barrett,Patrickshire,$115.13
David Jones,Morgan Group,South Alison,$565.29
Michael Cummings,Lucero Inc,Stacyside,$979.16
Alex Wilson,Meyer; Maddox and Maynard,West Chad,$467.98
Marie Vasquez,Bernard-Rogers,Port Donna,$1539.61
Dillon Wagner,Meza; Ray and Haynes,Lake Johnport,$650.46
Bryan Zamora,Scott; Allen and Watkins,Hamiltonstad,$741.77
Jeffrey Pierce,Good-Love,Jesusview,$340.10
Ryan Hayes,Obrien-Pearson,Maldonadoview,$1397.26
Alicia Monroe,Wade and Sons,West Jessica,$760.72
Connie Reynolds,Miller; Ross and Boyd,Port Jonathanbury,$173.86
Matthew Hayes,Wilson-Manning,Smithmouth,$980.23
Timothy Porter,Kelley-Becker,North Luke,$556.46
Elizabeth Montgomery,Johnson Inc,Juliebury,$702.67
Ian Perez,Mcgee; Hall and Fisher,South Matthew,$827.47
Douglas Davidson,Hayden; Le and Thomas,Lake Brandonport,$287.55
Elizabeth Liu PhD,Mcintyre; Gray and Campbell,Marieport,$1609.54
Steven Wall,Clarke-Johnson,Robertshire,$262.65
Sarah Young,Juarez-Gray,Ramseyhaven,$1410.26
Kenneth Gonzalez,Ford Ltd,Michaelhaven,$953.24
Kimberly Hernandez,Washington; Jordan and Garcia,Bradville,$658.57
Steven Townsend,Williams LLC,Martinborough,$387.82
Phillip Young,Lopez; Clark and Vargas,West Timothy,$5345.47
Ronald Robinson,Leonard; Macdonald and Holmes,Deborahville,$743.35
Michael Rodriguez DDS,Smith-Mitchell,Pamelatown,$1408.51
Gabrielle Vaughn,Stevens-Pruitt,Andreaburgh,$752.73
